customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
C0335,33,NORTH,SME,2025-08-11 11:08:00,45.3,34.6,App,Active
C0336,33,AIRPORT,Consumer,2025-12-04 16:33:00,,38.3,Phone,Dormant
C0337,71,NORTH,Consumer,2025-10-06 06:05:00,45.8,52.4,Web,Active
C0338,35,CENTRAL,Consumer,2024-10-04 07:24:00,58.0,89.2,App,Dormant
C0339,27,SOUTH,Consumer,2025-02-13 20:28:00,46.6,66.6,App,Active
C0340,43,EAST,Consumer,2025-03-18 09:54:00,34.7,26.3,App,Active
C0341,51,Riverside,Consumer,2024-01-23 04:02:00,68.1,66.7,Phone,Dormant
C0342,20,WEST,Consumer,2025-03-11 22:48:00,64.1,75.7,App,Active
C0343,75,Central,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active
C0344,56,CENTRAL,Consumer,2024-01-01 02:25:00,66.5,34.9,App,Active
C0345,18,North,Consumer,2025-06-24 14:28:00,93.5,56.9,Web,Active
C0346,46,AIRPORT,Consumer,2024-09-11 03:14:00,62.9,98.5,App,Dormant
C0347,18,RiverSide,Enterprise,2024-06-07 04:33:00,54.9,40.4,Web,Dormant
C0348,26,North,Consumer,2025-11-29 03:52:00,74.9,64.5,App,Active
C0349,24,West,Enterprise,2025-12-18 20:54:00,34.7,43.9,Phone,Active
C0350,46,South,Consumer,2025-04-13 02:35:00,73.1,34.0,Partner API,Active
C0351,66,CENTRAL,Enterprise,2024-02-10 00:50:00,48.6,49.9,App,Active
C0352,46,north,Consumer,2024-05-08 07:36:00,47.9,77.7,App,Active
C0353,50,WEST,Consumer,2024-02-08 20:45:00,62.8,80.2,Phone,Dormant
C0354,35,Airport,Consumer,2024-11-07 04:40:00,87.8,41.4,App,Active
C0355,39,CENTRAL,Consumer,2024-09-14 16:40:00,49.1,49.2,App,Active
C0356,51,NORTH,Consumer,2025-03-23 22:48:00,76.2,41.3,Web,Active
C0357,25,Airport,Consumer,2024-04-24 03:04:00,67.0,18.7,App,Active
C0358,22,South,Consumer,2024-11-03 16:37:00,38.7,69.7,Web,Active
C0359,23,Airport,Consumer,2024-07-15 12:16:00,75.7,87.8,App,Active
C0360,78,West,Consumer,2024-08-16 19:00:00,47.8,86.7,Phone,Active
C0361,65,SOUTH,Consumer,2024-01-11 17:19:00,,49.3,Web,Active
C0362,55,Ctr,Consumer,2025-04-16 08:20:00,48.3,83.4,App,Active
C0363,48,Airport,SME,2025-10-22 07:30:00,49.4,78.9,Web,Active
C0364,67,Ctr,Consumer,2025-06-22 07:35:00,70.5,51.8,Partner API,Active
C0365,47,RiverSide,Consumer,2024-09-09 00:26:00,49.3,58.1,App,Suspended
C0366,70,South,Consumer,2025-12-22 20:19:00,,51.2,Phone,Dormant
C0367,51,South,SME,2024-02-26 00:12:00,64.5,62.8,Phone,Active
C0368,23,North,Consumer,2025-05-25 21:41:00,49.5,92.7,Phone,Active
C0369,42,West,Consumer,2025-03-06 02:16:00,47.6,40.7,App,Active
C0370,18,EAST,Enterprise,2024-08-21 21:27:00,64.6,35.6,App,Active
C0371,57,East,Consumer,2025-01-14 07:31:00,28.5,74.9,App,Active
C0372,34,West,Consumer,2024-02-04 22:21:00,26.2,59.4,Phone,Active
C0373,34,South,Consumer,2025-03-06 11:43:00,46.8,22.4,App,Active
C0374,74,North,SME,2025-02-09 06:00:00,71.1,39.1,App,Active
C0375,30,WEST,Consumer,2024-10-26 23:54:00,63.9,42.6,App,Active
C0376,40,South,SME,2025-05-31 02:13:00,61.3,46.8,Phone,Active
C0377,21,West,Consumer,2025-05-22 06:19:00,57.6,64.5,Phone,Active
C0378,38,RiverSide,Consumer,2024-07-17 07:29:00,26.2,77.3,App,Active
C0379,22,South,Consumer,2024-08-14 08:48:00,55.8,55.3,Web,Active
C0380,24,CENTRAL,SME,2024-10-29 03:39:00,32.6,61.2,Web,Active
C0381,55,Ctr,Consumer,2025-05-22 19:11:00,74.4,44.3,App,Active
C0382,32,SOUTH,Consumer,2024-08-16 15:26:00,60.9,77.8,App,Active
C0383,70,WEST,Consumer,2025-11-12 01:38:00,59.6,84.0,App,Active
C0384,24,Riverside,Consumer,2024-05-29 12:03:00,67.4,53.4,Web,Active
C0385,25,EAST,Consumer,2024-08-06 00:38:00,66.2,44.4,App,Dormant
C0386,24,Central,Consumer,2024-05-25 13:03:00,64.7,97.8,App,Active
C0387,65,AIRPORT,Consumer,2025-12-27 01:11:00,66.6,76.1,App,Active
C0388,55,East,Consumer,2025-02-06 14:57:00,51.6,41.5,App,Active
C0389,70,RiverSide,Consumer,2025-12-30 10:46:00,39.6,26.3,App,Active
C0390,51,Ctr,Consumer,2024-04-25 02:59:00,66.5,52.9,App,Active
C0391,64,West,Consumer,2024-06-18 10:12:00,84.1,81.3,App,Active
C0392,29,CENTRAL,Consumer,2024-07-08 20:59:00,77.2,48.2,Web,Active
C0393,42,East,Consumer,2025-06-21 23:29:00,57.6,53.8,App,Active
C0394,66,Central,Consumer,2024-02-02 09:42:00,70.8,49.2,Web,Active
C0395,76,SOUTH,SME,2025-01-22 11:21:00,54.0,70.9,App,Active
C0396,76,RiverSide,Consumer,2025-03-29 05:06:00,67.2,85.0,App,Active
C0397,33,WEST,Consumer,2024-01-03 02:17:00,51.3,34.6,Web,Suspended
C0398,63,South,SME,2024-03-23 11:26:00,63.2,53.1,App,Active
C0399,61,East,SME,2024-05-06 17:48:00,93.0,54.8,Phone,Active
C0400,33,RiverSide,Consumer,2024-07-31 12:22:00,73.4,46.7,Partner API,Active
C0401,33,Airport,Consumer,2024-11-12 13:05:00,85.0,35.8,App,Active
C0402,71,WEST,Consumer,2024-02-20 22:30:00,48.6,74.2,App,Active
C0403,19,EAST,Consumer,2024-07-19 11:34:00,50.0,61.5,Web,Active
C0404,25,East,Consumer,2025-04-02 06:20:00,,72.3,App,Active
C0405,51,Riverside,Consumer,2025-01-07 23:57:00,69.9,87.4,App,Active
C0406,75,north,Consumer,2025-04-30 00:40:00,57.7,51.7,App,Active
C0407,47,RiverSide,Consumer,2025-02-24 07:51:00,77.2,68.9,App,Active
C0408,44,Airport,Consumer,2025-10-02 12:02:00,52.2,51.0,Web,Active
C0409,45,South,Consumer,2025-01-19 01:29:00,82.8,56.9,Web,Dormant
C0410,65,East,SME,2024-03-05 01:16:00,76.5,65.0,App,Active
C0411,64,WEST,Consumer,2024-07-18 23:04:00,43.1,55.5,Partner API,Active
C0412,70,Airport,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active
C0413,32,Riverside,Consumer,2024-10-05 10:39:00,57.4,87.3,App,Active
C0414,21,Riverside,SME,2024-02-14 08:47:00,77.3,61.5,Web,Active
C0415,45,South,Consumer,2025-12-07 10:59:00,52.4,36.9,App,Active
C0416,34,South,Consumer,2024-10-09 09:00:00,66.0,16.7,Web,Active
C0417,72,West,Consumer,2025-09-01 20:04:00,69.7,58.2,App,Dormant
C0418,77,West,Consumer,2024-01-25 07:06:00,16.9,71.1,Web,Active
C0419,58,CENTRAL,Consumer,2025-05-01 22:29:00,30.9,77.9,App,Active
C0420,30,North,Enterprise,2025-01-30 08:58:00,63.0,79.9,App,Active
C0421,34,CENTRAL,Consumer,2025-03-16 15:08:00,59.0,51.4,App,Active
C0422,71,Riverside,Consumer,2025-05-23 05:00:00,77.3,70.9,Web,Active
C0423,25,RiverSide,Consumer,2024-11-06 22:49:00,64.6,29.3,App,Active
C0424,66,Riverside,SME,2024-06-03 19:15:00,40.7,61.6,Partner API,Active
C0425,55,Riverside,Consumer,2024-12-01 10:29:00,66.3,76.1,App,Dormant
C0426,25,RiverSide,SME,2025-01-05 19:05:00,49.0,47.1,App,Dormant
C0427,66,north,SME,2025-06-08 06:25:00,57.3,55.6,App,Active
C0428,66,Riverside,SME,2024-06-12 07:26:00,52.9,60.7,App,Active
C0429,31,South,Consumer,2024-03-07 20:02:00,66.6,61.3,App,Dormant
C0430,29,EAST,Consumer,2025-05-08 17:34:00,38.3,87.0,Web,Active
C0431,76,WEST,SME,2024-11-29 05:27:00,43.1,38.1,Web,Dormant
C0432,36,RiverSide,SME,2024-04-17 02:16:00,25.4,84.2,Web,Active
C0433,27,Ctr,Enterprise,2025-10-01 02:13:00,95.3,34.9,Phone,Active
C0434,62,EAST,Consumer,2024-04-08 13:31:00,45.0,46.0,Web,Active
C0435,27,East,Consumer,2025-12-27 14:11:00,47.2,43.9,App,Active
C0436,20,Riverside,SME,2024-08-27 04:26:00,42.5,57.0,App,Active
C0437,51,Airport,Consumer,2025-04-16 19:57:00,50.7,49.3,App,Active
C0438,22,North,Consumer,2025-11-21 07:47:00,54.0,67.9,App,Active
C0439,20,South,Consumer,2025-07-05 21:48:00,70.8,58.9,App,Active
C0440,48,East,Consumer,2024-05-04 09:18:00,63.8,100.0,App,Active
C0441,42,SOUTH,Consumer,2024-10-13 18:17:00,66.3,66.0,Phone,Active
C0442,23,WEST,Consumer,2025-01-16 08:47:00,51.5,53.9,App,Active
C0443,20,SOUTH,Consumer,2024-09-23 06:28:00,59.8,65.8,,Active
C0444,67,Ctr,Consumer,2024-09-10 05:15:00,80.5,70.1,Web,Active
C0445,26,Riverside,SME,2024-08-29 04:18:00,60.6,55.1,App,Active
C0446,20,AIRPORT,SME,2025-08-15 06:20:00,65.9,37.5,Partner API,Dormant
C0447,42,north,Consumer,2024-03-07 12:16:00,28.5,43.4,App,Active
C0448,42,South,Consumer,2024-09-08 16:33:00,69.3,62.1,App,Active
C0449,67,EAST,Enterprise,2024-08-24 20:51:00,65.1,74.6,App,Active
C0450,64,CENTRAL,Consumer,2024-04-12 20:29:00,81.6,67.9,,Active
C0451,56,EAST,Consumer,2024-02-07 03:00:00,17.0,57.1,Web,Active
C0452,70,SOUTH,Consumer,2025-05-01 07:53:00,61.4,69.4,App,Active
C0453,76,East,Consumer,2025-04-04 11:02:00,58.9,49.3,Phone,Dormant
C0454,28,South,Consumer,2024-10-27 07:07:00,62.2,63.6,App,Active
C0455,43,Airport,Consumer,2024-02-21 06:38:00,50.8,85.7,Phone,Active
C0456,25,CENTRAL,SME,2025-08-20 06:59:00,64.2,79.9,Phone,Active
C0457,41,East,Consumer,2024-03-17 11:32:00,72.0,84.5,App,Active
C0458,37,Ctr,Enterprise,2024-07-01 14:38:00,61.5,51.7,App,Active
C0459,20,WEST,Consumer,2024-09-23 21:00:00,56.1,62.6,App,Dormant
C0460,27,WEST,Consumer,2024-04-18 20:38:00,57.3,39.5,Web,Active
C0461,55,EAST,Consumer,2025-12-27 19:22:00,54.5,76.2,App,Active
C0462,61,WEST,Enterprise,2024-08-10 01:23:00,61.4,50.6,Partner API,Active
C0463,39,RiverSide,Consumer,2024-12-14 04:02:00,49.2,33.6,App,Dormant
C0464,71,AIRPORT,Enterprise,2024-07-27 08:02:00,28.8,49.2,Phone,Dormant
C0465,65,AIRPORT,Consumer,2025-09-05 23:41:00,82.4,63.5,App,Active
C0466,26,NORTH,Consumer,2024-07-27 00:52:00,32.5,16.7,App,Active
C0467,49,West,Enterprise,2024-12-01 13:43:00,58.7,31.7,Web,Active
C0468,45,EAST,Consumer,2025-01-15 05:39:00,39.7,77.4,Web,Dormant
C0469,20,north,Consumer,2024-11-15 02:13:00,,60.5,App,Active
C0470,39,East,SME,2024-02-02 15:35:00,45.1,57.8,App,Active
C0471,42,North,Consumer,2025-05-10 02:26:00,59.9,28.0,App,Dormant
C0472,21,SOUTH,SME,2024-04-13 12:42:00,47.1,88.8,App,Dormant
C0473,72,AIRPORT,Consumer,2025-07-17 04:40:00,39.8,78.2,Web,Active
C0474,40,Central,Consumer,2025-06-30 02:41:00,65.5,72.0,App,Active
C0475,47,CENTRAL,Consumer,2024-06-16 12:44:00,81.9,37.5,App,Active
C0476,59,NORTH,Consumer,2024-10-04 13:18:00,66.0,69.6,App,Active
C0477,53,SOUTH,SME,2025-11-14 09:26:00,62.2,80.4,Partner API,Active
C0478,43,north,Consumer,2024-02-22 09:47:00,43.6,52.4,App,Active
C0479,48,North,Enterprise,2025-08-03 11:26:00,59.1,53.9,App,Active
C0480,26,NORTH,Enterprise,2025-03-02 00:55:00,67.6,49.6,App,Dormant
C0481,40,RiverSide,Consumer,2025-01-07 20:12:00,50.0,70.0,,Active
C0482,73,Riverside,Enterprise,2025-02-04 23:25:00,74.8,54.1,Web,Active
C0483,24,SOUTH,Enterprise,2024-07-27 00:27:00,59.7,52.6,App,Active
C0484,23,SOUTH,Consumer,2024-06-09 13:07:00,66.0,31.0,Web,Active
C0485,41,RiverSide,SME,2024-04-02 12:36:00,52.4,27.0,App,Active
C0486,50,WEST,Enterprise,2025-01-08 14:49:00,52.5,76.4,App,Active
C0487,61,East,SME,2024-06-15 04:00:00,63.9,88.5,Web,Active
C0488,63,West,Consumer,2024-02-22 17:09:00,66.5,75.0,Web,Active
C0489,49,SOUTH,Consumer,2025-10-18 12:05:00,65.9,85.5,App,Active
C0490,78,Central,Consumer,2025-08-09 19:59:00,44.0,48.3,Web,Active
C0491,60,Ctr,Consumer,2025-01-14 23:32:00,48.6,57.6,Web,Active
C0492,22,West,Consumer,2024-06-24 04:22:00,60.0,65.6,Phone,Active
C0493,76,AIRPORT,Consumer,2024-10-17 05:33:00,30.6,55.4,Web,Active
C0494,34,north,Consumer,2024-06-24 02:06:00,77.0,90.3,Phone,Active
C0495,20,Ctr,Consumer,2025-01-27 15:48:00,65.3,33.3,App,Dormant
C0496,23,RiverSide,Consumer,2024-07-21 09:08:00,60.9,47.6,App,Active
C0497,65,NORTH,Consumer,2024-02-14 15:20:00,48.8,51.9,App,Active
C0498,73,West,Enterprise,2024-02-24 19:59:00,73.4,45.1,App,Active
C0499,40,Ctr,Consumer,2025-10-13 12:05:00,55.9,74.5,App,Active
C0500,47,EAST,Consumer,2025-12-30 19:44:00,90.6,20.6,App,Active
C0501,42,RiverSide,SME,2024-06-13 20:50:00,66.5,80.1,App,Active
C0502,38,West,SME,2024-08-15 19:25:00,36.3,75.7,App,Active
C0503,38,West,Consumer,2025-09-21 06:53:00,71.8,64.5,App,Active
C0504,66,RiverSide,Consumer,2025-04-29 05:36:00,51.7,85.1,App,Active
C0505,36,north,Consumer,2024-08-11 01:25:00,51.9,100.0,Phone,Active
C0506,19,Airport,Enterprise,2025-06-14 05:24:00,56.3,62.0,App,Active
C0507,32,north,Consumer,2025-01-02 03:09:00,58.1,72.4,App,Active
C0508,76,EAST,Consumer,2024-09-09 23:52:00,64.2,66.0,App,Active
C0509,77,WEST,Consumer,2024-07-16 01:56:00,,68.5,Web,Dormant
C0510,42,West,Consumer,2025-07-29 21:02:00,67.4,49.0,App,Active
C0511,23,NORTH,Consumer,2025-11-14 10:07:00,48.5,45.0,App,Active
C0512,59,East,Consumer,2025-02-03 19:29:00,38.5,70.2,Web,Active
C0513,50,EAST,Consumer,2025-07-17 20:49:00,47.2,48.8,App,Active
C0514,22,RiverSide,Consumer,2024-11-09 20:26:00,65.9,76.4,App,Active
C0515,38,Riverside,Consumer,2024-11-11 18:15:00,74.0,73.9,Phone,Active
C0516,49,Ctr,Consumer,2025-03-11 12:42:00,88.9,50.3,Web,Active
C0517,66,RiverSide,Consumer,2025-01-11 14:32:00,38.5,65.7,App,Active
C0518,62,Airport,Consumer,2025-03-24 05:01:00,61.4,60.3,App,Active
C0519,64,East,Enterprise,2024-01-04 19:31:00,56.4,56.2,Phone,Active
C0520,50,NORTH,Consumer,2025-04-21 07:28:00,53.6,80.4,Partner API,Active
C0521,47,Ctr,Consumer,2025-09-25 14:53:00,62.3,59.6,Phone,Active
C0522,28,EAST,Consumer,2024-07-02 15:25:00,56.1,63.3,App,Suspended
C0523,77,north,Consumer,2024-04-19 02:08:00,55.8,22.0,Web,Active
C0524,67,RiverSide,Consumer,2025-01-02 13:23:00,49.7,70.2,Phone,Active
C0525,68,RiverSide,Consumer,2024-04-03 14:32:00,66.4,31.6,App,Active
C0526,70,West,Consumer,2025-06-06 21:02:00,76.9,51.6,Partner API,Active
C0527,73,Central,Consumer,2024-02-11 20:08:00,86.2,89.5,Web,Active
C0528,45,Central,Consumer,2024-03-25 23:20:00,51.6,92.8,App,Active
C0529,41,Riverside,SME,2025-06-07 02:03:00,43.2,51.5,App,Active
C0530,28,West,SME,2025-05-31 12:41:00,55.9,35.1,Partner API,Active
C0531,74,Central,SME,2024-05-19 00:54:00,46.7,66.5,Partner API,Dormant
C0532,73,SOUTH,Consumer,2024-03-08 19:46:00,76.5,51.4,Phone,Active
C0533,35,SOUTH,Consumer,2025-12-10 03:12:00,46.9,65.4,App,Active
C0534,58,WEST,Consumer,2024-05-14 15:18:00,61.2,33.4,App,Active
C0535,39,SOUTH,Consumer,2024-06-18 21:50:00,38.6,80.2,Web,Active
C0536,56,north,Consumer,2024-08-14 02:53:00,54.5,88.4,App,Active
C0537,26,East,Consumer,2024-12-25 19:48:00,63.1,31.5,Phone,Dormant
C0538,28,Central,Enterprise,2024-09-15 05:20:00,84.5,44.3,App,Dormant
C0539,21,South,Consumer,2025-09-20 08:57:00,49.0,45.8,Web,Dormant
C0540,75,AIRPORT,Consumer,2025-04-12 04:16:00,66.0,72.9,Web,Active
C0541,48,CENTRAL,Consumer,2025-05-29 15:13:00,26.8,21.6,App,Active
C0542,73,Central,Consumer,2025-08-29 08:39:00,40.7,62.9,Phone,Active
C0543,20,RiverSide,Consumer,2025-06-02 07:20:00,47.0,54.7,App,Dormant
C0544,72,north,Consumer,2025-01-16 01:12:00,52.1,44.0,App,Active
C0545,18,SOUTH,Consumer,2024-07-05 12:10:00,66.9,72.4,App,Active
C0546,67,Riverside,Consumer,2025-10-13 08:43:00,70.1,22.0,Web,Active
C0547,55,Riverside,SME,2024-12-01 12:10:00,34.3,33.0,Web,Active
C0548,56,NORTH,Enterprise,2024-09-27 03:49:00,68.5,44.1,App,Active
C0549,54,Airport,Consumer,2025-06-27 01:40:00,42.2,72.5,App,Active
C0550,39,NORTH,Consumer,2025-01-03 14:35:00,89.4,52.4,App,Active
C0551,51,NORTH,SME,2025-06-17 18:44:00,65.0,43.3,App,Active
C0552,41,north,Consumer,2024-04-17 08:34:00,62.4,68.2,App,Active
C0553,23,South,Consumer,2025-10-06 12:47:00,57.2,49.9,App,Active
C0554,37,East,Consumer,2025-01-15 08:24:00,59.5,46.8,App,Active
C0555,58,Riverside,Consumer,2025-01-12 18:09:00,60.0,53.3,Partner API,Active
C0556,20,East,Consumer,2025-01-03 10:48:00,48.9,65.5,Web,Dormant
C0557,44,north,SME,2024-03-24 14:14:00,71.9,100.0,App,Active
C0558,23,SOUTH,Consumer,2024-06-29 19:47:00,64.3,38.5,Phone,Active
C0559,72,north,Consumer,2024-02-19 09:52:00,72.0,64.4,Partner API,Active
C0560,29,north,SME,2025-06-12 08:19:00,59.0,56.2,Web,Active
C0561,65,East,Consumer,2025-10-16 18:59:00,70.9,54.3,App,Active
C0562,56,WEST,Consumer,2025-11-10 10:46:00,47.9,88.0,Phone,Active
C0563,51,SOUTH,Consumer,2024-01-02 23:02:00,99.0,73.9,Phone,Dormant
C0564,64,EAST,Consumer,2024-08-14 04:18:00,48.6,72.0,Web,Active
C0565,38,North,SME,2025-09-22 20:27:00,52.8,50.7,App,Dormant
C0566,21,CENTRAL,Consumer,2025-03-03 16:23:00,75.4,43.2,App,Active
C0567,74,East,Consumer,2024-02-18 04:31:00,79.7,64.9,App,Active
C0568,22,SOUTH,Consumer,2024-08-20 19:41:00,47.2,53.9,App,Active
C0569,24,West,Consumer,2024-02-16 00:03:00,33.4,48.5,App,Active
C0570,41,SOUTH,Enterprise,2024-01-03 18:22:00,37.6,72.1,App,Active
C0571,33,South,Consumer,2024-11-07 03:33:00,44.1,36.5,Phone,Active
C0572,66,North,Enterprise,2024-12-31 17:14:00,47.4,45.6,App,Active
C0573,47,AIRPORT,SME,2025-02-27 18:19:00,57.3,74.4,App,Active
C0574,54,South,SME,2025-08-26 04:13:00,76.4,57.9,App,Active
C0575,25,Riverside,Consumer,2025-01-10 19:53:00,77.2,72.1,Web,Active
C0576,65,East,SME,2025-05-01 05:08:00,50.2,43.3,App,Dormant
C0577,56,North,Consumer,2024-01-15 07:45:00,68.6,72.9,App,Active
C0578,63,Ctr,SME,2024-06-01 14:06:00,74.1,46.0,App,Active
C0579,61,CENTRAL,Consumer,2024-03-06 20:09:00,82.4,85.3,App,Active
C0580,24,RiverSide,Consumer,2025-11-12 08:25:00,57.4,74.6,Phone,Active
C0581,78,NORTH,Consumer,2024-09-27 00:03:00,48.1,68.4,App,Dormant
C0582,29,Airport,Consumer,2025-10-22 17:57:00,71.9,88.7,Phone,Active
C0583,23,AIRPORT,Consumer,2024-12-24 19:41:00,84.2,66.2,App,Dormant
C0584,66,East,Consumer,2025-08-15 14:38:00,51.5,47.6,Partner API,Active
C0585,42,West,Consumer,2025-06-14 23:31:00,91.1,89.1,App,Active
C0586,47,CENTRAL,Consumer,2024-09-11 05:57:00,87.4,66.2,App,Active
C0587,28,SOUTH,Consumer,2024-01-01 01:03:00,55.7,82.8,App,Active
C0588,47,Riverside,SME,2025-06-28 00:25:00,34.8,62.6,Web,Active
C0589,69,Ctr,Consumer,2024-07-09 07:10:00,50.4,81.8,App,Dormant
C0590,68,Airport,SME,2024-02-29 03:00:00,54.3,43.3,App,Active
C0591,60,WEST,Enterprise,2025-09-19 17:42:00,,35.8,App,Active
C0592,54,West,Consumer,2024-07-20 04:26:00,33.2,33.1,App,Active
C0593,67,SOUTH,SME,2024-07-23 16:38:00,98.8,74.2,Phone,Active
C0594,70,East,Consumer,2025-10-20 16:41:00,97.4,22.5,Web,Active
C0595,72,CENTRAL,Consumer,2025-10-18 13:52:00,48.3,26.0,Phone,Active
C0596,43,Riverside,Consumer,2025-09-19 05:32:00,30.1,32.9,Partner API,Dormant
C0597,74,north,Consumer,2024-11-12 02:19:00,57.2,64.3,Phone,Active
C0598,28,North,Consumer,2025-10-02 01:56:00,66.7,68.2,App,Active
C0599,40,North,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active
C0600,34,East,Consumer,2024-01-07 12:54:00,71.3,74.8,App,Active
C0601,34,AIRPORT,Consumer,2025-03-23 23:58:00,56.7,66.0,Phone,Active
C0602,52,SOUTH,SME,2025-04-21 02:47:00,28.4,82.9,App,Active
C0603,34,West,Enterprise,2025-11-02 14:11:00,68.1,77.9,Web,Active
C0604,30,West,Consumer,2024-08-19 03:16:00,73.4,46.9,App,Active
C0605,21,Airport,Consumer,2024-08-25 20:02:00,54.9,63.8,App,Active
C0606,68,SOUTH,Consumer,2024-05-06 10:57:00,64.3,56.9,App,Active
C0607,44,north,Consumer,2025-12-12 08:45:00,63.1,68.8,App,Active
C0608,46,WEST,SME,2024-02-23 08:40:00,56.0,63.9,Phone,Active
C0609,70,East,Consumer,2025-07-21 21:27:00,41.4,60.5,Phone,Active
C0610,55,South,Consumer,2025-12-03 16:16:00,65.3,73.5,App,Active
C0611,43,Airport,Consumer,2024-10-29 20:59:00,37.2,61.2,Partner API,Active
C0612,53,CENTRAL,Consumer,2024-08-10 02:56:00,82.3,74.0,App,Active
C0613,40,North,Consumer,2025-06-03 00:10:00,45.5,60.7,App,Suspended
C0614,26,West,SME,2024-09-23 07:53:00,,57.1,App,Active
C0615,19,AIRPORT,Consumer,2024-07-26 05:47:00,48.2,77.6,App,Active
C0616,49,RiverSide,Consumer,2024-11-30 06:56:00,65.9,78.2,Phone,Active
C0617,59,north,Enterprise,2025-02-02 10:38:00,56.5,83.6,App,Active
C0618,64,Airport,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active
C0619,48,NORTH,Consumer,2025-10-07 22:42:00,47.2,56.1,App,Active
C0620,46,CENTRAL,Consumer,2025-07-03 15:30:00,33.7,63.7,Phone,Active
C0621,78,CENTRAL,Consumer,2025-06-27 22:00:00,55.3,63.1,App,Active
C0622,22,RiverSide,Consumer,2024-01-28 13:46:00,54.2,26.8,Phone,Dormant
C0623,53,CENTRAL,SME,2024-08-27 18:56:00,35.8,38.8,Phone,Active
C0624,74,North,Consumer,2024-11-11 06:25:00,48.8,89.0,Web,Active
C0625,66,CENTRAL,Consumer,2025-09-29 18:04:00,33.0,59.0,Phone,Active
C0626,45,SOUTH,Consumer,2025-08-01 05:09:00,61.6,6.0,Phone,Active
C0627,54,AIRPORT,Consumer,2024-02-03 00:07:00,53.8,57.9,Phone,Active
C0628,75,North,Consumer,2024-04-19 19:59:00,60.0,63.2,Web,Dormant
C0629,67,EAST,SME,2024-06-14 11:09:00,99.0,36.8,Partner API,Active
C0630,57,Central,Enterprise,2025-12-18 00:01:00,62.3,100.0,Web,Active
C0631,44,North,Consumer,2024-02-12 04:44:00,65.8,81.4,Web,Active
C0632,27,Ctr,Consumer,2025-10-20 20:02:00,69.8,75.5,App,Active
C0633,44,Central,Consumer,2025-12-14 02:47:00,57.6,56.5,Partner API,Active
C0634,47,CENTRAL,Consumer,2024-02-17 02:54:00,50.3,69.2,App,Active
C0635,68,Riverside,Enterprise,2025-08-27 11:12:00,73.9,76.1,Web,Active
C0636,60,East,Consumer,2025-06-30 21:04:00,76.3,69.1,App,Suspended
C0637,70,North,SME,2025-12-29 12:06:00,13.1,47.4,Web,Active
C0638,37,South,SME,2024-09-09 06:13:00,57.2,63.6,App,Active
C0639,22,East,Consumer,2024-04-24 01:02:00,54.4,62.5,App,Active
C0640,55,north,SME,2025-10-11 02:52:00,50.8,65.6,Web,Dormant
C0641,46,CENTRAL,Consumer,2025-10-08 20:18:00,79.7,40.3,App,Active
C0642,59,north,SME,2025-05-03 03:08:00,51.2,65.0,Web,Active
C0643,33,North,Consumer,2024-04-10 20:13:00,73.6,60.0,Web,Active
C0644,46,RiverSide,Consumer,2024-10-28 10:21:00,51.1,64.4,App,Active
C0645,33,Airport,SME,2025-03-09 08:01:00,53.2,63.7,Web,Active
C0646,64,SOUTH,SME,2024-12-25 08:59:00,71.4,32.6,App,Active
C0647,42,East,Consumer,2024-10-16 01:45:00,,76.1,App,Active
C0648,47,Airport,Consumer,2025-01-11 10:49:00,57.2,74.0,App,Active
C0649,75,CENTRAL,Enterprise,2025-09-08 16:30:00,42.1,34.4,App,Active
C0650,19,SOUTH,Consumer,2024-10-21 19:47:00,45.6,58.0,App,Dormant
